contract_id,title,file_name,file_path,char_count,word_count
86,AzulSa_20170303_F-1A_EX-10.3_9943903_EX-10.3_Maintenance Agreement1,AzulSa_20170303_F-1A_EX-10_3_9943903_EX-10_3_Maintenance_Agreement1.txt,data/raw/AzulSa_20170303_F-1A_EX-10_3_9943903_EX-10_3_Maintenance_Agreement1.txt,233248,34155
87,PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2,PelicanDeliversInc_20200211_S-1_EX-10_3_11975895_EX-10_3_Development_Agreement2.txt,data/raw/PelicanDeliversInc_20200211_S-1_EX-10_3_11975895_EX-10_3_Development_Agreement2.txt,32093,4870
88,"NETGEAR,INC_04_21_2003-EX-10.16-AMENDMENT TO THE DISTRIBUTOR AGREEMENT BETWEEN INGRAM MICRO AND NETGEAR",NETGEAR_INC_04_21_2003-EX-10_16-AMENDMENT_TO_THE_DISTRIBUTOR_AGREEMENT_BETWEEN_INGRAM_MICRO_AND_NETGEAR.txt,data/raw/NETGEAR_INC_04_21_2003-EX-10_16-AMENDMENT_TO_THE_DISTRIBUTOR_AGREEMENT_BETWEEN_INGRAM_MICRO_AND_NETGEAR.txt,8113,973
89,NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment,NEONSYSTEMSINC_03_01_1999-EX-10_5-DISTRIBUTOR_AGREEMENT_Amendment.txt,data/raw/NEONSYSTEMSINC_03_01_1999-EX-10_5-DISTRIBUTOR_AGREEMENT_Amendment.txt,21994,2848
90,"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT",Columbia_Laboratories___Bermuda__Ltd__-_AMEND_NO__2_TO_MANUFACTURING_AND_SUPPLY_AGREEMENT.txt,data/raw/Columbia_Laboratories___Bermuda__Ltd__-_AMEND_NO__2_TO_MANUFACTURING_AND_SUPPLY_AGREEMENT.txt,45846,7145
91,SPARKLINGSPRINGWATERHOLDINGSLTD_07_03_2002-EX-10.13-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,SPARKLINGSPRINGWATERHOLDINGSLTD_07_03_2002-EX-10_13-SOFTWARE_LICENSE_AND_MAINTENANCE_AGREEMENT.txt,data/raw/SPARKLINGSPRINGWATERHOLDINGSLTD_07_03_2002-EX-10_13-SOFTWARE_LICENSE_AND_MAINTENANCE_AGREEMENT.txt,27714,3885
92,N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT,N2KINC_10_16_1997-EX-10_16-SPONSORSHIP_AGREEMENT.txt,data/raw/N2KINC_10_16_1997-EX-10_16-SPONSORSHIP_AGREEMENT.txt,49518,5558
93,NUVEEN - REMARKETING AGREEMENT,NUVEEN_-_REMARKETING_AGREEMENT.txt,data/raw/NUVEEN_-_REMARKETING_AGREEMENT.txt,70631,11298
94,ArconicRolledProductsCorp_20191217_10-12B_EX-2.7_11923804_EX-2.7_Trademark License Agreement,ArconicRolledProductsCorp_20191217_10-12B_EX-2_7_11923804_EX-2_7_Trademark_License_Agreement.txt,data/raw/ArconicRolledProductsCorp_20191217_10-12B_EX-2_7_11923804_EX-2_7_Trademark_License_Agreement.txt,18069,2828
95,SECURIANFUNDSTRUST_05_01_2012-EX-99.28.H.9-NET INVESTMENT INCOME MAINTENANCE AGREEMENT,SECURIANFUNDSTRUST_05_01_2012-EX-99_28_H_9-NET_INVESTMENT_INCOME_MAINTENANCE_AGREEMENT.txt,data/raw/SECURIANFUNDSTRUST_05_01_2012-EX-99_28_H_9-NET_INVESTMENT_INCOME_MAINTENANCE_AGREEMENT.txt,9700,1538
96,WELLSFARGOMORTGAGEBACKEDSECURITIES2006-6TRUST_05_11_2006-EX-10.3-Yield Maintenance Agreement,WELLSFARGOMORTGAGEBACKEDSECURITIES2006-6TRUST_05_11_2006-EX-10_3-Yield_Maintenance_Agreement.txt,data/raw/WELLSFARGOMORTGAGEBACKEDSECURITIES2006-6TRUST_05_11_2006-EX-10_3-Yield_Maintenance_Agreement.txt,37683,5299
97,REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT,REWALKROBOTICSLTD_07_10_2014-EX-10_2-STRATEGIC_ALLIANCE_AGREEMENT.txt,data/raw/REWALKROBOTICSLTD_07_10_2014-EX-10_2-STRATEGIC_ALLIANCE_AGREEMENT.txt,14979,2320
98,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10_4_9042833_EX-10_4_Transportation_Agreement.txt,data/raw/PenntexMidstreamPartnersLp_20150416_S-1A_EX-10_4_9042833_EX-10_4_Transportation_Agreement.txt,52008,7965
99,FerroglobePlc_20150624_F-4A_EX-10.20_9154746_EX-10.20_Outsourcing Agreement,FerroglobePlc_20150624_F-4A_EX-10_20_9154746_EX-10_20_Outsourcing_Agreement.txt,data/raw/FerroglobePlc_20150624_F-4A_EX-10_20_9154746_EX-10_20_Outsourcing_Agreement.txt,30309,4627
100,TodosMedicalLtd_20190328_20-F_EX-4.10_11587157_EX-4.10_Marketing Agreement_ Reseller Agreement,TodosMedicalLtd_20190328_20-F_EX-4_10_11587157_EX-4_10_Marketing_Agreement__Reseller_Agreement.txt,data/raw/TodosMedicalLtd_20190328_20-F_EX-4_10_11587157_EX-4_10_Marketing_Agreement__Reseller_Agreement.txt,32321,5066
101,PrecheckHealthServicesInc_20200320_8-K_EX-99.2_12070169_EX-99.2_Distributor Agreement,PrecheckHealthServicesInc_20200320_8-K_EX-99_2_12070169_EX-99_2_Distributor_Agreement.txt,data/raw/PrecheckHealthServicesInc_20200320_8-K_EX-99_2_12070169_EX-99_2_Distributor_Agreement.txt,6320,970
102,INKTOMICORP_06_08_1998-EX-10.14-SOFTWARE HOSTING AGREEMENT,INKTOMICORP_06_08_1998-EX-10_14-SOFTWARE_HOSTING_AGREEMENT.txt,data/raw/INKTOMICORP_06_08_1998-EX-10_14-SOFTWARE_HOSTING_AGREEMENT.txt,70664,9916
103,"OAKTREECAPITALGROUP,LLC_03_02_2020-EX-10.8-Services Agreement",OAKTREECAPITALGROUP_LLC_03_02_2020-EX-10_8-Services_Agreement.txt,data/raw/OAKTREECAPITALGROUP_LLC_03_02_2020-EX-10_8-Services_Agreement.txt,20133,3194
104,BANGIINC_05_25_2005-EX-10-Premium Managed Hosting Agreement,BANGIINC_05_25_2005-EX-10-Premium_Managed_Hosting_Agreement.txt,data/raw/BANGIINC_05_25_2005-EX-10-Premium_Managed_Hosting_Agreement.txt,2010,302
105,AMERICANPHYSICIANSCAPITALINC_03_31_2003-EX-10.26-AGENCY AGREEMENT,AMERICANPHYSICIANSCAPITALINC_03_31_2003-EX-10_26-AGENCY_AGREEMENT.txt,data/raw/AMERICANPHYSICIANSCAPITALINC_03_31_2003-EX-10_26-AGENCY_AGREEMENT.txt,23999,2901
106,GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-4-AFFILIATE AGREEMENT,GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-4-AFFILIATE_AGREEMENT.txt,data/raw/GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-4-AFFILIATE_AGREEMENT.txt,27015,2765
107,"BELLRINGBRANDS,INC_02_07_2020-EX-10.18-MASTER SUPPLY AGREEMENT",BELLRINGBRANDS_INC_02_07_2020-EX-10_18-MASTER_SUPPLY_AGREEMENT.txt,data/raw/BELLRINGBRANDS_INC_02_07_2020-EX-10_18-MASTER_SUPPLY_AGREEMENT.txt,37876,5813
108,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement,AimmuneTherapeuticsInc_20200205_8-K_EX-10_3_11967170_EX-10_3_Development_Agreement.txt,data/raw/AimmuneTherapeuticsInc_20200205_8-K_EX-10_3_11967170_EX-10_3_Development_Agreement.txt,167973,25298
109,HEALTHGATEDATACORP_11_24_1999-EX-10.1-HOSTING AND MANAGEMENT AGREEMENT (1),HEALTHGATEDATACORP_11_24_1999-EX-10_1-HOSTING_AND_MANAGEMENT_AGREEMENT__1_.txt,data/raw/HEALTHGATEDATACORP_11_24_1999-EX-10_1-HOSTING_AND_MANAGEMENT_AGREEMENT__1_.txt,148691,17975
110,"INTELLIGENTHIGHWAYSOLUTIONS,INC_01_18_2018-EX-10.1-Strategic Alliance Agreement",INTELLIGENTHIGHWAYSOLUTIONS_INC_01_18_2018-EX-10_1-Strategic_Alliance_Agreement.txt,data/raw/INTELLIGENTHIGHWAYSOLUTIONS_INC_01_18_2018-EX-10_1-Strategic_Alliance_Agreement.txt,8288,1217
111,ATMOSENERGYCORP_11_22_2002-EX-10.17-TRANSPORTATION SERVICE AGREEMENT,ATMOSENERGYCORP_11_22_2002-EX-10_17-TRANSPORTATION_SERVICE_AGREEMENT.txt,data/raw/ATMOSENERGYCORP_11_22_2002-EX-10_17-TRANSPORTATION_SERVICE_AGREEMENT.txt,24151,2588
112,PacificapEntertainmentHoldingsInc_20051115_8-KA_EX-1.01_4300894_EX-1.01_Content License Agreement,PacificapEntertainmentHoldingsInc_20051115_8-KA_EX-1_01_4300894_EX-1_01_Content_License_Agreement.txt,data/raw/PacificapEntertainmentHoldingsInc_20051115_8-KA_EX-1_01_4300894_EX-1_01_Content_License_Agreement.txt,18138,2500
113,ReedsInc_20191113_10-Q_EX-10.4_11888303_EX-10.4_Development Agreement,ReedsInc_20191113_10-Q_EX-10_4_11888303_EX-10_4_Development_Agreement.txt,data/raw/ReedsInc_20191113_10-Q_EX-10_4_11888303_EX-10_4_Development_Agreement.txt,28331,4301
114,RgcResourcesInc_20151216_8-K_EX-10.3_9372751_EX-10.3_Franchise Agreement,RgcResourcesInc_20151216_8-K_EX-10_3_9372751_EX-10_3_Franchise_Agreement.txt,data/raw/RgcResourcesInc_20151216_8-K_EX-10_3_9372751_EX-10_3_Franchise_Agreement.txt,5171,805
115,"BELLICUMPHARMACEUTICALS,INC_05_07_2019-EX-10.1-Supply Agreement",BELLICUMPHARMACEUTICALS_INC_05_07_2019-EX-10_1-Supply_Agreement.txt,data/raw/BELLICUMPHARMACEUTICALS_INC_05_07_2019-EX-10_1-Supply_Agreement.txt,188674,28275
116,MARTINMIDSTREAMPARTNERSLP_01_23_2004-EX-10.3-TRANSPORTATION SERVICES AGREEMENT,MARTINMIDSTREAMPARTNERSLP_01_23_2004-EX-10_3-TRANSPORTATION_SERVICES_AGREEMENT.txt,data/raw/MARTINMIDSTREAMPARTNERSLP_01_23_2004-EX-10_3-TRANSPORTATION_SERVICES_AGREEMENT.txt,13995,2175
117,RUBIOSRESTAURANTSINC_03_31_2008-EX-10.75-SPONSORSHIP AGREEMENT,RUBIOSRESTAURANTSINC_03_31_2008-EX-10_75-SPONSORSHIP_AGREEMENT.txt,data/raw/RUBIOSRESTAURANTSINC_03_31_2008-EX-10_75-SPONSORSHIP_AGREEMENT.txt,37103,5760
118,CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement2,CardlyticsInc_20180112_S-1_EX-10_16_11002987_EX-10_16_Maintenance_Agreement2.txt,data/raw/CardlyticsInc_20180112_S-1_EX-10_16_11002987_EX-10_16_Maintenance_Agreement2.txt,2819,387
119,"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement",XLITECHNOLOGIES_INC_12_11_2015-EX-10_1-Sponsorship_Agreement.txt,data/raw/XLITECHNOLOGIES_INC_12_11_2015-EX-10_1-Sponsorship_Agreement.txt,18240,2851
120,ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement2,ScansourceInc_20190822_10-K_EX-10_38_11793958_EX-10_38_Distributor_Agreement2.txt,data/raw/ScansourceInc_20190822_10-K_EX-10_38_11793958_EX-10_38_Distributor_Agreement2.txt,13330,2044
121,VERTEXENERGYINC_08_14_2014-EX-10.24-OPERATION AND MAINTENANCE AGREEMENT,VERTEXENERGYINC_08_14_2014-EX-10_24-OPERATION_AND_MAINTENANCE_AGREEMENT.txt,data/raw/VERTEXENERGYINC_08_14_2014-EX-10_24-OPERATION_AND_MAINTENANCE_AGREEMENT.txt,57254,8601
122,NYLIACVARIABLEANNUITYSEPARATEACCOUNTIII_04_10_2020-EX-99.8.KK-SERVICE AGREEMENT,NYLIACVARIABLEANNUITYSEPARATEACCOUNTIII_04_10_2020-EX-99_8_KK-SERVICE_AGREEMENT.txt,data/raw/NYLIACVARIABLEANNUITYSEPARATEACCOUNTIII_04_10_2020-EX-99_8_KK-SERVICE_AGREEMENT.txt,6840,1072
123,STWRESOURCESHOLDINGCORP_08_06_2014-EX-10.1-COOPERATION AGREEMENT,STWRESOURCESHOLDINGCORP_08_06_2014-EX-10_1-COOPERATION_AGREEMENT.txt,data/raw/STWRESOURCESHOLDINGCORP_08_06_2014-EX-10_1-COOPERATION_AGREEMENT.txt,27721,4448
124,AlliedEsportsEntertainmentInc_20190815_8-K_EX-10.34_11788308_EX-10.34_Sponsorship Agreement,AlliedEsportsEntertainmentInc_20190815_8-K_EX-10_34_11788308_EX-10_34_Sponsorship_Agreement.txt,data/raw/AlliedEsportsEntertainmentInc_20190815_8-K_EX-10_34_11788308_EX-10_34_Sponsorship_Agreement.txt,37796,5852
125,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4__B__II__3-Maintenance_and_support_contract_for_SICAP_R__modules.txt,data/raw/SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4__B__II__3-Maintenance_and_support_contract_for_SICAP_R__modules.txt,33577,3435
126,ANIXABIOSCIENCESINC_06_09_2020-EX-10.1-COLLABORATION AGREEMENT,ANIXABIOSCIENCESINC_06_09_2020-EX-10_1-COLLABORATION_AGREEMENT.txt,data/raw/ANIXABIOSCIENCESINC_06_09_2020-EX-10_1-COLLABORATION_AGREEMENT.txt,40519,6178
127,"ELFBEAUTY,INC_07_02_2020-EX-10.1-COOPERATION AGREEMENT",ELFBEAUTY_INC_07_02_2020-EX-10_1-COOPERATION_AGREEMENT.txt,data/raw/ELFBEAUTY_INC_07_02_2020-EX-10_1-COOPERATION_AGREEMENT.txt,45484,7265
128,HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement,HarpoonTherapeuticsInc_20200312_10-K_EX-10_18_12051356_EX-10_18_Development_Agreement.txt,data/raw/HarpoonTherapeuticsInc_20200312_10-K_EX-10_18_12051356_EX-10_18_Development_Agreement.txt,249551,38518
129,DigitalCinemaDestinationsCorp_20111220_S-1_EX-10.10_7346719_EX-10.10_Affiliate Agreement,DigitalCinemaDestinationsCorp_20111220_S-1_EX-10_10_7346719_EX-10_10_Affiliate_Agreement.txt,data/raw/DigitalCinemaDestinationsCorp_20111220_S-1_EX-10_10_7346719_EX-10_10_Affiliate_Agreement.txt,109014,16673
130,VERTICALNETINC_04_01_2002-EX-10.19-MAINTENANCE AND SUPPORT AGREEMENT,VERTICALNETINC_04_01_2002-EX-10_19-MAINTENANCE_AND_SUPPORT_AGREEMENT.txt,data/raw/VERTICALNETINC_04_01_2002-EX-10_19-MAINTENANCE_AND_SUPPORT_AGREEMENT.txt,78033,10705
131,TcPipelinesLp_20160226_10-K_EX-99.12_9454048_EX-99.12_Transportation Agreement,TcPipelinesLp_20160226_10-K_EX-99_12_9454048_EX-99_12_Transportation_Agreement.txt,data/raw/TcPipelinesLp_20160226_10-K_EX-99_12_9454048_EX-99_12_Transportation_Agreement.txt,6088,916
132,HUBEIMINKANGPHARMACEUTICALLTD_09_19_2006-EX-10.1-OUTSOURCING AGREEMENT,HUBEIMINKANGPHARMACEUTICALLTD_09_19_2006-EX-10_1-OUTSOURCING_AGREEMENT.txt,data/raw/HUBEIMINKANGPHARMACEUTICALLTD_09_19_2006-EX-10_1-OUTSOURCING_AGREEMENT.txt,11322,1836
133,CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement3,CardlyticsInc_20180112_S-1_EX-10_16_11002987_EX-10_16_Maintenance_Agreement3.txt,data/raw/CardlyticsInc_20180112_S-1_EX-10_16_11002987_EX-10_16_Maintenance_Agreement3.txt,1707,251
134,ACCURAYINC_09_01_2010-EX-10.31-DISTRIBUTOR AGREEMENT,ACCURAYINC_09_01_2010-EX-10_31-DISTRIBUTOR_AGREEMENT.txt,data/raw/ACCURAYINC_09_01_2010-EX-10_31-DISTRIBUTOR_AGREEMENT.txt,89484,13349
135,"MIDDLEBROOKPHARMACEUTICALS,INC_03_18_2010-EX-10.1-PROMOTION AGREEMENT",MIDDLEBROOKPHARMACEUTICALS_INC_03_18_2010-EX-10_1-PROMOTION_AGREEMENT.txt,data/raw/MIDDLEBROOKPHARMACEUTICALS_INC_03_18_2010-EX-10_1-PROMOTION_AGREEMENT.txt,57646,8879
136,AIRSPANNETWORKSINC_04_11_2000-EX-10.5-Distributor Agreement,AIRSPANNETWORKSINC_04_11_2000-EX-10_5-Distributor_Agreement.txt,data/raw/AIRSPANNETWORKSINC_04_11_2000-EX-10_5-Distributor_Agreement.txt,70444,10292
137,ArcGroupInc_20171211_8-K_EX-10.1_10976103_EX-10.1_Sponsorship Agreement,ArcGroupInc_20171211_8-K_EX-10_1_10976103_EX-10_1_Sponsorship_Agreement.txt,data/raw/ArcGroupInc_20171211_8-K_EX-10_1_10976103_EX-10_1_Sponsorship_Agreement.txt,16773,2622
138,AtnInternationalInc_20191108_10-Q_EX-10.1_11878541_EX-10.1_Maintenance Agreement,AtnInternationalInc_20191108_10-Q_EX-10_1_11878541_EX-10_1_Maintenance_Agreement.txt,data/raw/AtnInternationalInc_20191108_10-Q_EX-10_1_11878541_EX-10_1_Maintenance_Agreement.txt,228943,34973
139,"SightLife Surgical, Inc. - STRATEGIC SALES _ MARKETING AGREEMENT",SightLife_Surgical__Inc__-_STRATEGIC_SALES___MARKETING_AGREEMENT.txt,data/raw/SightLife_Surgical__Inc__-_STRATEGIC_SALES___MARKETING_AGREEMENT.txt,23895,3604
140,InmodeLtd_20190729_F-1A_EX-10.9_11743243_EX-10.9_Manufacturing Agreement,InmodeLtd_20190729_F-1A_EX-10_9_11743243_EX-10_9_Manufacturing_Agreement.txt,data/raw/InmodeLtd_20190729_F-1A_EX-10_9_11743243_EX-10_9_Manufacturing_Agreement.txt,39588,6122
141,GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT,GRANTIERRAENERGYINC_05_07_2012-EX-10_6-TRANSPORTATION_CONTRACT.txt,data/raw/GRANTIERRAENERGYINC_05_07_2012-EX-10_6-TRANSPORTATION_CONTRACT.txt,229670,35339
142,"VIVINT SOLAR, INC. - NON-COMPETITION AGREEMENT",VIVINT_SOLAR__INC__-_NON-COMPETITION_AGREEMENT.txt,data/raw/VIVINT_SOLAR__INC__-_NON-COMPETITION_AGREEMENT.txt,3493,506
143,FUSIONPHARMACEUTICALSINC_06_05_2020-EX-10.17-Supply Agreement - FUSION,FUSIONPHARMACEUTICALSINC_06_05_2020-EX-10_17-Supply_Agreement_-_FUSION.txt,data/raw/FUSIONPHARMACEUTICALSINC_06_05_2020-EX-10_17-Supply_Agreement_-_FUSION.txt,40597,6318
144,CHIPMOSTECHNOLOGIESBERMUDALTD_04_18_2016-EX-4.72-Strategic Alliance Agreement,CHIPMOSTECHNOLOGIESBERMUDALTD_04_18_2016-EX-4_72-Strategic_Alliance_Agreement.txt,data/raw/CHIPMOSTECHNOLOGIESBERMUDALTD_04_18_2016-EX-4_72-Strategic_Alliance_Agreement.txt,13506,2026
145,URSCORPNEW_03_17_2014-EX-99-COOPERATION AGREEMENT,URSCORPNEW_03_17_2014-EX-99-COOPERATION_AGREEMENT.txt,data/raw/URSCORPNEW_03_17_2014-EX-99-COOPERATION_AGREEMENT.txt,37211,6004
146,GpaqAcquisitionHoldingsInc_20200123_S-4A_EX-10.6_11951677_EX-10.6_License Agreement,GpaqAcquisitionHoldingsInc_20200123_S-4A_EX-10_6_11951677_EX-10_6_License_Agreement.txt,data/raw/GpaqAcquisitionHoldingsInc_20200123_S-4A_EX-10_6_11951677_EX-10_6_License_Agreement.txt,45234,7187
147,SalesforcecomInc_20171122_10-Q_EX-10.1_10961535_EX-10.1_Reseller Agreement,SalesforcecomInc_20171122_10-Q_EX-10_1_10961535_EX-10_1_Reseller_Agreement.txt,data/raw/SalesforcecomInc_20171122_10-Q_EX-10_1_10961535_EX-10_1_Reseller_Agreement.txt,2935,435
148,SLINGERBAGINC_05_27_2020-EX-10.7-CONSULTING AGREEMENT,SLINGERBAGINC_05_27_2020-EX-10_7-CONSULTING_AGREEMENT.txt,data/raw/SLINGERBAGINC_05_27_2020-EX-10_7-CONSULTING_AGREEMENT.txt,33425,5346
149,RitterPharmaceuticalsInc_20200313_S-4A_EX-10.54_12055220_EX-10.54_Development Agreement,RitterPharmaceuticalsInc_20200313_S-4A_EX-10_54_12055220_EX-10_54_Development_Agreement.txt,data/raw/RitterPharmaceuticalsInc_20200313_S-4A_EX-10_54_12055220_EX-10_54_Development_Agreement.txt,122688,18871
150,IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT,IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT_VENTURE_AGREEMENT.txt,data/raw/IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT_VENTURE_AGREEMENT.txt,70625,11330
151,ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT,ENERGYXXILTD_05_08_2015-EX-10_13-Transportation_AGREEMENT.txt,data/raw/ENERGYXXILTD_05_08_2015-EX-10_13-Transportation_AGREEMENT.txt,60982,9243
152,EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreement,EtonPharmaceuticalsInc_20191114_10-Q_EX-10_1_11893941_EX-10_1_Development_Agreement.txt,data/raw/EtonPharmaceuticalsInc_20191114_10-Q_EX-10_1_11893941_EX-10_1_Development_Agreement.txt,65651,10256
153,ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1,ScansourceInc_20190822_10-K_EX-10_38_11793958_EX-10_38_Distributor_Agreement1.txt,data/raw/ScansourceInc_20190822_10-K_EX-10_38_11793958_EX-10_38_Distributor_Agreement1.txt,84384,12904
154,CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement1,CardlyticsInc_20180112_S-1_EX-10_16_11002987_EX-10_16_Maintenance_Agreement1.txt,data/raw/CardlyticsInc_20180112_S-1_EX-10_16_11002987_EX-10_16_Maintenance_Agreement1.txt,165322,25087
155,"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT",NETGEAR_INC_04_21_2003-EX-10_16-DISTRIBUTOR_AGREEMENT.txt,data/raw/NETGEAR_INC_04_21_2003-EX-10_16-DISTRIBUTOR_AGREEMENT.txt,41501,6029
156,EcoScienceSolutionsInc_20171117_8-K_EX-10.1_10956472_EX-10.1_Endorsement Agreement,EcoScienceSolutionsInc_20171117_8-K_EX-10_1_10956472_EX-10_1_Endorsement_Agreement.txt,data/raw/EcoScienceSolutionsInc_20171117_8-K_EX-10_1_10956472_EX-10_1_Endorsement_Agreement.txt,18104,2843
157,AMERICASSHOPPINGMALLINC_12_10_1999-EX-10.2-SITE DEVELOPMENT AND HOSTING AGREEMENT,AMERICASSHOPPINGMALLINC_12_10_1999-EX-10_2-SITE_DEVELOPMENT_AND_HOSTING_AGREEMENT.txt,data/raw/AMERICASSHOPPINGMALLINC_12_10_1999-EX-10_2-SITE_DEVELOPMENT_AND_HOSTING_AGREEMENT.txt,19351,2892
158,DataCallTechnologies_20060918_SB-2A_EX-10.9_944510_EX-10.9_Content License Agreement,DataCallTechnologies_20060918_SB-2A_EX-10_9_944510_EX-10_9_Content_License_Agreement.txt,data/raw/DataCallTechnologies_20060918_SB-2A_EX-10_9_944510_EX-10_9_Content_License_Agreement.txt,14171,1666
159,JINGWEIINTERNATIONALLTD_10_04_2007-EX-10.7-INTELLECTUAL PROPERTY AGREEMENT,JINGWEIINTERNATIONALLTD_10_04_2007-EX-10_7-INTELLECTUAL_PROPERTY_AGREEMENT.txt,data/raw/JINGWEIINTERNATIONALLTD_10_04_2007-EX-10_7-INTELLECTUAL_PROPERTY_AGREEMENT.txt,15298,2356
160,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99_SERV_AGREE-SERVICES_AGREEMENT.txt,data/raw/FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99_SERV_AGREE-SERVICES_AGREEMENT.txt,11043,1762
161,AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT,AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10_28-ENDORSEMENT_AGREEMENT.txt,data/raw/AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10_28-ENDORSEMENT_AGREEMENT.txt,39727,5780
162,MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT,MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE_AGREEMENT.txt,data/raw/MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE_AGREEMENT.txt,249359,33705
163,PalmerSquareCapitalBdcInc_20200116_10-12GA_EX-10.6_11949289_EX-10.6_Trademark License Agreement,PalmerSquareCapitalBdcInc_20200116_10-12GA_EX-10_6_11949289_EX-10_6_Trademark_License_Agreement.txt,data/raw/PalmerSquareCapitalBdcInc_20200116_10-12GA_EX-10_6_11949289_EX-10_6_Trademark_License_Agreement.txt,14764,2306
164,LUCIDINC_04_15_2011-EX-10.9-DISTRIBUTOR AGREEMENT,LUCIDINC_04_15_2011-EX-10_9-DISTRIBUTOR_AGREEMENT.txt,data/raw/LUCIDINC_04_15_2011-EX-10_9-DISTRIBUTOR_AGREEMENT.txt,15540,2351
165,UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate Agreement 2,UsioInc_20040428_SB-2_EX-10_11_1723988_EX-10_11_Affiliate_Agreement_2.txt,data/raw/UsioInc_20040428_SB-2_EX-10_11_1723988_EX-10_11_Affiliate_Agreement_2.txt,26115,3740
166,EmmisCommunicationsCorp_20191125_8-K_EX-10.6_11906433_EX-10.6_Marketing Agreement,EmmisCommunicationsCorp_20191125_8-K_EX-10_6_11906433_EX-10_6_Marketing_Agreement.txt,data/raw/EmmisCommunicationsCorp_20191125_8-K_EX-10_6_11906433_EX-10_6_Marketing_Agreement.txt,17300,2709
167,ENTERTAINMENTGAMINGASIAINC_02_15_2005-EX-10.5-DISTRIBUTOR AGREEMENT,ENTERTAINMENTGAMINGASIAINC_02_15_2005-EX-10_5-DISTRIBUTOR_AGREEMENT.txt,data/raw/ENTERTAINMENTGAMINGASIAINC_02_15_2005-EX-10_5-DISTRIBUTOR_AGREEMENT.txt,44702,6920
168,"Magenta Therapeutics, Inc. - Master Development and Manufacturing Agreement",Magenta_Therapeutics__Inc__-_Master_Development_and_Manufacturing_Agreement.txt,data/raw/Magenta_Therapeutics__Inc__-_Master_Development_and_Manufacturing_Agreement.txt,73598,11308
